comment_id,video_id,category,category_label,text,like_count,published_at,vader_compound,textblob_polarity,textblob_subjectivity,afinn_score,afinn_normalized,sent_neg_score,lex_tfidf_sum,lex_tfidf_max,lex_unique_terms,lex_top_terms,lex_sadness,lex_anxiety,lex_negative_emotion,lex_health,lex_hopelessness,lex_exhaustion,lex_numbness,lex_suicidal,self_disclosure_flag,self_disclosure_score,self_disclosure_reason,word_count,lexical_diversity,depression_signal_score
UgxqQ33ApYE6tvKdpXt4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,"I&#39;m really glad that you&#39;re able to keep yourself stable and under control. I suffer from pretty severe bipolar disorder and c-ptsd, and like you I&#39;ve been able to maintain my mental  illness pretty effectively through medication and support systems, but I know many who haven&#39;t. My ex-husband, unfortunately, was recently diagnosed (or rather, re diagnosed after years of lying about his condition or refusing to admit that he had an illness) with schizoaffective disorder, and unfortunately he chose to not get treatment and to self-medicate with drugs and alcohol, which has brought out the worst of both his mental illness and the negative aspects of his underlying personality. It really sucks to watch someone who you fall in love with and who has the potential to be a really wonderful human being succumb to that kind of illness and let it turn them into someone unrecognizable. Treatment and recovery are definitely possible but you have to make sure that you are working on it and doing what you need to do. I&#39;m glad that you are doing what you need to do and staying healthy and happy.",3,2024-06-08T17:27:16Z,-0.3376,0.188,0.7156,1.0,0.0052,0.1987,2.2376,0.6931,6,illness;treatment;mental illness;diagnosed;medication;suffer,0.0,0.0,0.1964,2.0412,0.0,0.0,0.0,0.0,0,0.0,,191,0.6178,0.33974
Ugwj5FHwwXQkEesHXy14AaABAg,46Sgv2a0YCY,mental_health,Mental Health,I am glad that you are dealing with your condition.  It&#39;s very brave of you to post this. Stay healthy.,0,2024-09-26T20:18:13Z,0.8553,0.6667,0.8333,7.0,0.35,0.119,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,20,0.95,0.0238
Ugxt7c5rd-IY4Ny-7Bt4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,"That’s so amazing, you are definitely a very lucky girl to have such a loving father ❤",1,2024-08-09T08:03:07Z,0.9583,0.4083,0.8375,9.0,0.5294,0.1196,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,17,0.9412,0.02392
UgziQvA8BeD6fgYBIEN4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,That is amazing. Emotional support is paramount,0,2024-10-01T15:04:04Z,0.7964,0.3,0.775,6.0,0.8571,0.1107,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,7,0.8571,0.022140000000000003
Ugyo5waeo07ky2OjsMd4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,"I love reading about different disabled people&#39;s living situations and how we all make things work. I live with my gf and another friend, all disabled. We try to cover for each other whenever someone is having any kind of symptom flare. My gf has gotten very good at talking me down when I start believing that my delusions/lateral thinking is real. My recurring delusions are usually traumagenic, and since she&#39;s never hurt me, my paranoia never affects my ability to trust her.",3,2024-09-07T23:47:47Z,0.9288,0.1287,0.4722,8.0,0.0952,0.0675,1.0,1.0,1,hurt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,84,0.7857,0.3135
UgzyxO71na7BDGom_ld4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,So glad you get to live the life you deserve with the help you need.,0,2024-09-26T01:38:02Z,0.7178,0.3182,0.75,5.0,0.3333,0.1071,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,15,0.8,0.02142
Ugz5vidaNO4wZDyLj5B4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,"Gosh, you are so good looking.<br><br>I admire your courage and honesty.<br><br>You are something else.",0,2025-02-06T20:31:15Z,0.8835,0.7,0.6,8.0,0.4,0.0857,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,20,0.75,0.01714
Ugxm_VuwXjcLOwOuqxB4AaABAg,46Sgv2a0YCY,mental_health,Mental Health,I&#39;m glad you have the ability to live alone and a good support network.,0,2024-09-11T19:23:30Z,0.836,0.4455,0.7,8.0,0.5714,0.1,1.0,1.0,1,alone,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,14,1.0,0.32
UgwbLgVtwpy8hpDmMMh4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"When Illy said, &quot;People will care if you disappear one day, they will notice, they will miss you more than you will ever know&quot; I actually burst into tears, I really needed to hear that.",39432,2023-03-30T21:29:16Z,-0.0516,0.2333,0.2667,-3.0,-0.0857,0.0773,1.0,1.0,1,tears,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + tear,35,0.8,0.71546
UgxpcEwqNyFuIyFRsX14AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"“Seeking help doesn’t make you a burden, it doesn’t make you a attention seeker your not being dramatic or over sensitive what your feeling is real its sad and its scary” Really made me burst into tears",9408,2023-04-01T12:32:24Z,-0.5719,-0.1556,0.6667,-5.0,-0.1282,0.3397,1.413,0.7356,2,tears;sad,1.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + tear,39,0.8205,0.8679399999999999
UgwOOKzYHt3Z38DrM_54AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"This may have been one of your best and most important videos. You’re an incredible person, Illy. ❤",60264,2023-03-30T17:01:04Z,0.8883,0.7,0.675,5.0,0.2778,0.0964,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,18,1.0,0.019280000000000002
UgyizoIiU0slGwZ2qcF4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"When I was 17, I stayed at a mental hospital for five months. I had to redo a year of school because I missed 1 1/2 years. And last year I spent 3 months in a day clinic again. And had to redo a year of school since I missed so much again. But I&#39;m alive, and in a few weeks I will graduate. And this is just a message to never give up.",907,2025-04-25T18:04:48Z,0.296,-0.0167,0.1778,-3.0,-0.0429,0.0424,1.7269,0.6338,3,spent;give up;hospital,0.0,0.0,0.0,0.526,0.5671,0.6338,0.0,0.0,1,0.8,PRON-subj + spend,70,0.6286,0.70848
UgyMdfNR5TRLIP3hJSB4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"“seeking help doesn’t make you a burden, it doesn’t make you an attention seeker. You are not being overdramatic or too sensitive” <br><br>thank you, thank you, thank you. Cried through the second half of the video, currently still crying. Thank you",2764,2023-04-16T13:51:58Z,0.1531,-0.0533,0.4133,4.0,0.0889,0.0743,1.4101,0.7592,2,cried;crying,1.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,,45,0.6889,0.41486
UgwwmDaMVCMvdp6To8N4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"As someone who’s also been admitted several times, it’s very comforting in a strange way to know that I am not alone and that one of my favorite YouTubers has a similar experience to me. I know this must be extremely difficult to talk about, and I thank you from the bottom of my heart for sharing and making so many people feel less alone. This feels very de-stigmatizing and again, (I know I sound like a broken record,) thank you, you amazing person!",5220,2023-03-30T16:04:46Z,0.954,0.1194,0.4514,6.0,0.069,0.0645,1.391,0.823,2,alone;broken,0.823,0.0,0.0,0.0,0.568,0.0,0.0,0.0,1,1.0,PRON-subj + alone,87,0.7356,0.8129
Ugz8pVQEf5HOyzn1tnV4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"as someone who ended up in the psych ward after a seriously damaging suicide attempt, I thank you, illy. keep spreading your kindness.<br>edit: thank you all for your concern, i&#39;m doing much better now! remember that you are loved. ❤",3813,2023-08-12T03:39:48Z,0.7777,0.3306,0.6556,6.0,0.1463,0.0937,1.7278,0.6325,3,suicide;ward;psych,0.0,0.0,0.0,1.0954,0.0,0.0,0.0,0.6325,1,0.8,PRON-subj + suicide,41,0.9024,0.7187399999999999
UgxDM24TBrEThgLYlit4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,I GOT DISCHARGED TODAY,2651,2025-06-13T05:41:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,4,1.0,0.0
UgxQiw0mZU4mlG81P5R4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,&quot;if i wasnt clinically troubled before i definitely was now&quot; i feel that. i went to a GOOD hospital and i still came out more traumatized than before.,3675,2023-04-05T21:37:12Z,0.7022,0.175,0.65,1.0,0.0357,0.0929,1.0,1.0,1,hospital,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,28,0.8214,0.31858
UgxG47XO09oK1_jEJVZ4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"As a nurse that works mainly in the adolescent unit of a psychiatric hospital, I am really glad that a video like this exists. So many of the kids that come in could definitely benefit by seeing and hearing other&#39;s stories and seeing that they&#39;re not alone in their experiences.",2921,2023-04-03T21:38:31Z,0.9049,0.2083,0.5417,5.0,0.1,0.0774,1.4116,0.7489,2,hospital;alone,0.6627,0.0,0.0,0.7489,0.0,0.0,0.0,0.0,0,0.0,,50,0.78,0.31548
UgxMllh31C9nB-GaKe54AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Using an anonymous account because I don&#39;t usually comment, but I just wanted to say thank you. As a 15 year old that has been contemplating suicide for the last year or so, hearing that &quot;people will miss you&quot; made me realize that there is people I have in my life to live for. I&#39;ve been afraid of telling a therapist or my parents about being suicidal, because I was afraid of being admitted to a psych ward, but after seeing this I might decide to be a little more open with them. Thank you so much &lt;3",4054,2023-04-03T06:35:13Z,-0.6165,0.0272,0.5015,-7.0,-0.0729,0.2686,2.2724,0.7135,6,afraid;suicidal;therapist;suicide;ward;psych,0.0,0.7135,0.0,0.8915,0.0,0.0,0.0,0.6673,1,1.0,PRON-subj + afraid,96,0.7188,0.85372
UgyGVyynrMM_u9aXM0N4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"hey illy, i know you mentioned that you’re from north carolina and the hospital you stayed at was connected to a college. im actually 99% sure that i volunteer at that exact university hospital, in the child and adolescent psych ward. this video brought me to TEARS. what you are doing is so so so important and you absolutely hit the nail on the head. the amount of stigma that psych hospitals and their patients face literally makes getting better harder. there’s only so much i can do as one silly undergraduate volunteer to advocate, but thank you for sharing this and speaking your truth. thank you, thank you, thank you.",224,2025-06-14T19:41:39Z,0.9702,0.145,0.5714,9.0,0.0804,0.0816,1.903,0.6466,4,hospital;psych;tears;ward,0.3313,0.0,0.0,1.5717,0.0,0.0,0.0,0.0,0,0.0,,112,0.6964,0.31632
Ugx6Pzy_rrlJl5_w9M14AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"&quot;Half of us are gay, Susan!&quot; 😂 I loved that comeback.",6220,2023-12-03T02:39:28Z,0.7959,0.3514,0.5167,3.0,0.3,0.0738,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,10,1.0,0.014760000000000002
Ugw4D88Sqoo-j1WqSuJ4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I lost my little sister in 2020. She was one of the few members in our family that we didn&#39;t think we needed to check in on. The &quot;People will notice. People will miss you.&quot; line is so, so real",3666,2024-01-04T03:08:22Z,-0.4404,-0.0625,0.3,-5.0,-0.1282,0.2232,1.0,1.0,1,lost,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.8,PRON-subj + lose,39,0.8205,0.74464
Ugz0E7uPtALlndTM4lh4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Hoo boy, nearly 40 year old here who was admitted to the psych ward at 17 and 23. Man, this is relatable! Dealt with a ton of depression and anxiety stuff that sent me to very bad places, and both times really helped me get back on track. And people will notice that you’re gone. No one is an island. This society is just geared to make it feel that way.",1242,2023-03-31T17:11:39Z,-0.883,-0.097,0.3333,-7.0,-0.1014,0.3566,1.9977,0.5257,4,ward;psych;anxiety;depression,0.4618,0.498,0.0,1.0379,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + depression,69,0.8406,0.87132
Ugy_3trvqT75EQ5bpCR4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,the show heartstopper gives a good representation to psych wards,21,2025-09-01T13:05:05Z,0.4404,0.7,0.6,3.0,0.3,0.0857,1.0,1.0,1,psych,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,10,1.0,0.31714
Ugzhs_SZH3pmYTqgXPl4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,Everyone let&#39;s give a round of applause to lily for being brave and strong to talk,902,2023-04-02T15:52:44Z,0.8591,0.3444,0.7111,6.0,0.375,0.1016,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,16,0.9375,0.02032
Ugx99nPGC-eIHCwrkyh4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"i was sent to a mental hospital, and all of the patients were really nice. The nurses, however, clearly viewed us as sick and hardly even people. I wasnt clearly struggling, and one of the nurses looked at me and said &#39;it must be hard to be surrounded by all this sickness.&#39; When I was interviewing for partial the lady who was interviewing me treated me like a child. People really dont understand that a lot of the times its not the patients who are the scariest part about psych wards.",1712,2024-01-04T23:36:11Z,0.5672,-0.0553,0.4897,0.0,0.0,0.0858,1.7302,0.6093,3,sick;hospital;psych,0.0,0.0,0.0,1.7302,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + struggle,92,0.6848,0.71716
UgztljG_XSzWdOFPxfN4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I was admitted into a mental hospital due to self-harm. My mom suddenly passed away from liver cancer in February this year. I initially coped with it through music, videogames, and the occasional cry. It was a rollercoaster of grief. The real bout of depression hit me like a truck in April. It was difficult getting any schoolwork done. I felt uneasy as this one big piece to my life remained empty. One day, I tried to help with how I felt by going outside and walking to my local sushi bar to treat myself. It was a great day. Only the next day on the bus ride home, I planned to take a knife to my arms and legs. I did just that when I got to my room. My dad noticed what I was doing. After a brief conversation, he drove me 20 minutes to the nearest mental hospital. <br><br>I was there for a week. Honestly, it was the best week of my entire year. At first though, it was scary. I was still so shooken up. I felt uneasy in that sterile environment, but over time, it started to feel like home. I got used to sleeping on an uncomfortable 5&quot; thick foam mattress with the door open and nurses checking on everyone every 15 minutes. The food was delicious. We did art together. We sat at a table to discuss various mental health related topics. My therapist there even recommended this book called &quot;The Happiness Trap.&quot; I highly recommend it. I&#39;ve learned some very good coping skills through that book and during my stay. Hell, I even bought my own copy. <br><br>Everyone there was super sweet. Even the other patients there were awesome. I made five friends during my stay. We had a blast. There was one time we were playing duck-duck-goose in the enclosed outdoor space on the basketball field. We were wearing those same non-slip socks as you described except they ripped super easily. From running in circles during that game, we tripped, ripped our socks, and almost sprained our ankles. When anyone did get hurt, we all laughed it off. Such good times. What was cool was the nurses allowed us to turn on the TV during free time and let us choose what to watch or listen to. I had dibs on the remote a lot of the time and played barber beats and jazz from the Yakuza OST. I don&#39;t know how the other patients put up with me for so long, lol.<br><br>Hands-down, that hospital was one of the best experiences ever. I came out of that place a changed young woman. Unfortunately, however, there have been some stories in circulation about bad experiences in similar facilities. So if anyone has to get into a mental hospital, I highly recommend you look at the reviews. Thank you for sharing your story, Illy. &lt;3",808,2023-09-04T21:26:55Z,0.9967,0.1378,0.4971,26.0,0.0531,0.071,2.5187,0.675,9,hospital;uneasy;grief;therapist;empty;hurt;cry;mental health,0.5831,0.5385,0.1779,1.0208,0.0,0.0,0.1984,0.0,1,1.0,PRON-subj + depression,490,0.5531,0.8142
UgzRHcbWC8-4iIPQryh4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"<a href=""https://www.youtube.com/watch?v=xAlV1hsdPB4&amp;t=504"">8:24</a>  &quot;Ugh Susan&quot; &quot;Susan?&quot; &quot;Susan😑&quot;",25,2025-08-22T19:48:45Z,-0.4215,0.0,0.0,-2.0,-0.3333,0.2157,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,6,0.6667,0.043140000000000005
UgxMyhCfK2WZxVv7dFx4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"“People will care if you disappear one day, they will notice, they will miss you more than you will ever know”<br><br>That was everything I needed to hear, thank you illy",873,2023-04-01T16:22:02Z,0.4939,0.5,0.5,1.0,0.0303,0.0714,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,33,0.7576,0.014280000000000001
UgwmKEsdSITIVujRATd4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,&quot;People will care if you disappear one day.&quot; That line instantly brought me to tears. Didn&#39;t know how much I needed to hear that. Thank you for being brave!,576,2023-04-03T18:42:36Z,0.7644,0.4,0.6222,3.0,0.1034,0.0889,1.0,1.0,1,tears,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + tear,29,0.8966,0.7177800000000001
Ugyzr0NhKtFBq4e6XEF4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,I can’t be the only one who’s loved watching illy’s channel turn into such a safe educational place while still keeping that same humor she’s always had in her videos💗,983,2023-03-31T22:15:40Z,0.93,0.2417,0.5292,6.0,0.1765,0.0756,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,34,0.9412,0.015120000000000001
Ugz-GGDnc-vSmsXBFK14AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"<a href=""https://www.youtube.com/watch?v=xAlV1hsdPB4&amp;t=561"">9:21</a> it’s always that early 30s late 20s people you can trust the most I find",21,2025-07-06T02:04:57Z,0.5106,0.1,0.4667,1.0,0.0556,0.0667,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,18,0.8889,0.01334
UgxX6JzLyzPh5aB3XUB4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,I&#39;m a counseling intern at a psych hospital.  Genuinely thank you for trying to break the stigma. More people need to be like you. This was extremely brave. Another banger as always.,1896,2023-04-05T05:57:55Z,0.8268,0.5667,0.6667,6.0,0.1875,0.0952,1.6949,0.7324,3,counseling;hospital;psych,0.0,0.0,0.0,1.6949,0.0,0.0,0.0,0.0,0,0.0,,32,0.9062,0.31904
UgyPwklHUOs9eCQESB94AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"&quot;Seeking help doesn&#39;t make you a burden, it doesn&#39;t make you an attention seeker, you&#39;re not being overdramatic or too sensitive, what you&#39;re feeling is real.&quot;  I&#39;m a young individual who has been told the last 3 things whenever I open up to anyone, and I honestly needed that. Thank you Illy, even if I&#39;m too scared to tell someone that&#39;ll really help me, that lifted some of the fear in my mind about venting to others.",520,2023-06-11T10:41:51Z,0.4005,0.15,0.5095,1.0,0.0132,0.0728,1.414,0.7203,2,fear;scared,0.0,1.414,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + scared,76,0.8158,0.81456
Ugwj57Y7P2oUsxSx3hJ4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,all the clips you showed before you admitted yourself really shows that people can hide what their actually feeling. if i had met you then i wouldn’t have suspected anything was wrong. makes me really sad that i’ve met people that are going through terrible things and are hiding it. truly feel sorry for them and you. i’m glad your doing better now. thank you for sharing this with us ❤️,946,2023-03-31T05:52:06Z,0.079,-0.1625,0.7125,-4.0,-0.0548,0.1639,1.4027,0.7913,2,terrible;sad,0.6114,0.0,0.7913,0.0,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + sad,73,0.7945,0.73278
Ugw0hr9S20zBddYSik54AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Here&#39;s my story, when I was a sophomore in high school, so 2 years ago, I was admitted to a psychiatric ward in Texas, not only was i going through my worst years but I was planning attempts. It got worse with band and my extracurriculars. I found out that I had bipolar 1 and Major depression, and now 2 years later I thank illy for being so open about her experiences",16,2025-10-06T12:55:00Z,-0.867,-0.1682,0.5914,-5.0,-0.0725,0.401,1.4113,0.7513,2,ward;depression,0.6599,0.0,0.0,0.7513,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + depression,69,0.7391,0.7802
UgxmlxSCg-eQTf3GwG14AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I work as a mental health tech and stribe to be a “Maria” every single day. It makes me so happy when adults who were once admitted recognize the distinction between the Susan’s and are thankful for the work we do. It’s definitely an “underpaid” position, but it’s the most gratifying and fulfilling job I have ever worked. I was admitted and I have struggled with depression since I was 17, and being able to give back to the community that once saved my life means the literal world to me. Thank you Illy🧡",1037,2023-04-03T14:57:03Z,0.9543,0.2327,0.4342,5.0,0.0521,0.062,1.4142,0.7128,2,mental health;depression,0.7014,0.0,0.0,0.7128,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + struggle,96,0.7188,0.8124
UgzMR5SvOqJ2IZLTQYt4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,I work with vulnerable teenagers and I will try to share this video around to those who can benefit from it. I went to a clinic myself in 2019 it was more of a personality disorder treatment of 9 months but I understand the shame. The whole &quot;People will miss you when you&#39;re gone&quot;  part really hit me. Thank you for this video.,950,2023-03-30T21:29:42Z,-0.2742,0.1,0.4,-3.0,-0.0492,0.1495,1.4142,0.7071,2,shame;treatment,0.0,0.0,0.7071,0.7071,0.0,0.0,0.0,0.0,0,0.0,,61,0.7869,0.32989999999999997
UgyADHs4gRou_3kfK194AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Everyone let’s all give a round of applause to illy for being brave ans strong to talk about her experiences with a psych ward.<br><br>And to everyone else talking about their experiences,you are strong too,and we are happy to see you strong",2162,2023-03-30T16:06:45Z,0.9628,0.45,0.7667,13.0,0.2766,0.1095,1.4141,0.7163,2,ward;psych,0.0,0.0,0.0,1.4141,0.0,0.0,0.0,0.0,0,0.0,,47,0.7234,0.32189999999999996
UgzVviD-VSK_t5M0-k14AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"A few months after you posted this video, I admitted myself into a mental health hospital and it was honestly the scariest thing I&#39;ve ever done. It was scary admitting that I wasn&#39;t safe being by myself. But this video genuinely gave me the courage to make that 911 call. It&#39;s been 2 years since I left the hospital and I&#39;ve found an amazing calling that I&#39;m working towards right now. I wouldn&#39;t be able to do this today if I didn&#39;t have the courage back then. So thank you ❤",14,2025-04-25T02:06:25Z,0.956,0.1896,0.4782,8.0,0.0909,0.0683,1.3151,0.9176,2,hospital;mental health,0.0,0.0,0.0,1.3151,0.0,0.0,0.0,0.0,0,0.0,,88,0.75,0.31366
UgwIOJq7Swce3veMf-p4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"As a person who&#39;s mother has threatened to send them multiple times... Thank you. My mental health is often never taken seriously, and &#39;sending me away&#39; is used as a threat rather than an option to help me. You are an amazing person, Illy!",1864,2023-04-28T23:47:59Z,0.5283,0.0792,0.4417,4.0,0.0909,0.0631,1.0,1.0,1,mental health,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,44,0.8182,0.31262
Ugy5KKnirEkYWAG21Cp4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Speaking as someone from Bangladesh, a third world country, this is something we so desperately need. But we&#39;re stuck in the (in the American context) 1950s when in comes to mental healthcare. Just knowing that this type of acceptance exists somewhere on this planet is immensely helpful. Sending this to all my depressed friends. ♥️",1493,2023-04-02T06:31:53Z,0.8889,-0.14,0.44,-4.0,-0.0741,0.124,1.4104,0.7571,2,stuck;depressed,0.6532,0.0,0.0,0.0,0.7571,0.0,0.0,0.0,1,0.7,PRON + depressed,54,0.8519,0.6748
Ugwbv024OeA_lqfhhSd4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I hate them being called insane asylums. It makes them seem scary and a horrible place. I had to spend quite a bit of time in a mental health hospital and for the first few weeks, I was terrified because I kept thinking to myself &quot;everyone here is crazy and could lash out at any moment&quot;. In reality, they are just like regular hospitals but for people with some issues. No psychopathic cannibals strapped to chairs or screaming people ripping themselves apart. Just a place to help people get better",3417,2023-04-07T09:30:47Z,-0.7783,-0.345,0.601,-14.0,-0.1556,0.4512,2.2121,0.5479,5,terrified;horrible;hate;hospital;mental health,0.0,0.5479,0.9043,0.7599,0.0,0.0,0.0,0.0,1,0.8,PRON-subj + terrify,90,0.8,0.79024
Ugy4_CqatocFaLLKF9l4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I once had to go to a children’s mental health hospital because I told a social worker at my school and I was already going there weekly but one day, she told me and brought my dad to bring me to a mental hospital. Luckily, since it’s the school that made me go, they can’t exactly make me stay there. I was lucky enough to just have to be there and wait for the two doctors and I was able to leave. Your story moved me so much as someone who is dealing with suicidal thoughts right now. Love your Channel!",4,2025-11-23T03:48:14Z,0.8268,0.2146,0.4404,6.0,0.0577,0.0629,1.6354,0.8018,3,hospital;suicidal;mental health,0.0,0.0,0.0,1.1491,0.0,0.0,0.0,0.4863,0,0.0,,104,0.6923,0.31257999999999997
Ugza8SL7SmG94GeXmGh4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,I&#39;m a 51-year-old man who struggles with depression and mental health. Your message of &quot;people care about you&quot; brought tears to my eyes. Thank you for this.,3319,2023-11-20T17:33:48Z,-0.34,-0.1,0.2,0.0,0.0,0.1543,1.7257,0.6447,3,tears;mental health;depression,1.1808,0.0,0.0,0.5449,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + tear,28,0.9643,0.8308599999999999
Ugx4fm8l1sLawuKL1FR4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"I was admitted involuntarily when I was 12, and I can honestly say that in that terrifying time, the other patients I met there were some of the nicest people I had ever met. Thank you for making this, it will truly help so many people ❤️",720,2023-04-01T17:23:59Z,0.875,-0.0063,0.6937,3.0,0.0667,0.1009,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,45,0.8,0.020180000000000003
Ugz-hL0fZdtJpYH9zll4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"Literally crying because I was just in the situation where I was terrified to be admitted into the pych ward. I was and still am in the lowest point in my life and my parents thought it would be best to be evaluated.  It&#39;s a difficult thing to admit, that you need help but it&#39;s better to get the help than for it to be too late",548,2023-03-30T17:04:33Z,0.7469,0.1,0.6,0.0,0.0,0.0857,1.7086,0.7034,3,terrified;ward;crying,0.4978,0.7034,0.0,0.5073,0.0,0.0,0.0,0.0,1,1.0,PRON-subj + cry,67,0.6866,0.81714
Ugxa9KyywjDUVZ1UwOl4AaABAg,xAlV1hsdPB4,mental_health,Mental Health,"When you’re unwell, over 50, and without a family, a spouse, or a job, you learn how little the world cares. The upside is that by then, you’ve stopped caring too.",18,2026-02-06T13:16:34Z,0.617,-0.1875,0.5,3.0,0.0938,0.125,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,32,0.8438,0.025
